frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3,clase
14861,10,9936,3,19791,10,0
7827,1,14580,11,15308,5,0
15055,9,5814,11,14075,2,3
9254,0,7588,2,19264,1,0
19381,2,11632,10,2581,10,3
7743,1,4286,9,848,1,1
1280,4,13007,9,5045,8,1
11865,10,19738,6,6200,6,1
3031,2,13474,7,15157,8,2
17638,0,657,7,1484,5,3
1487,2,15746,6,18052,11,0
3139,3,8892,2,16691,10,2
10908,9,14704,9,9300,7,1
14328,0,19067,4,666,2,1
4227,2,11526,5,11499,0,2
12285,11,15312,9,13837,10,0
1642,9,3632,7,4319,11,2
12155,2,9142,2,16157,3,0
2052,0,12121,10,12325,9,2
12109,6,16984,0,17903,10,0
17840,10,7005,0,18877,0,0
2451,1,18983,4,9628,11,1
17660,2,3373,9,9564,2,3
1791,6,1364,5,16210,9,2
15671,10,6386,11,8022,4,3
6921,7,3103,3,4802,11,2
5256,11,2477,2,3807,10,2
8239,10,11036,11,579,11,1
14786,1,17122,1,886,7,1
6711,3,6138,8,5448,4,2
3667,4,9652,10,7579,6,2
7297,10,11470,9,9834,10,1
10993,0,8514,0,3546,5,1
13938,2,7630,0,14167,4,3
3727,8,8271,1,10266,10,2
19698,0,9664,0,9166,11,3
2043,4,7693,8,19339,2,2
12216,5,16181,11,4114,3,1
18010,2,7820,5,10953,0,3
19237,2,4548,4,11014,10,3
5122,9,18445,4,18585,11,0
6793,11,18215,1,383,4,1
149,8,4263,11,17562,5,2
7916,3,3170,5,3633,4,2
13694,1,10542,1,14228,3,0
18216,6,5357,8,16292,4,3
3249,0,4506,10,13493,4,2
14997,3,17401,5,5376,8,1
13794,8,14311,6,12991,7,0
13346,1,5637,9,15804,9,3
14002,10,19342,10,16383,5,0
557,9,1583,11,934,0,2
14454,5,17884,11,4552,9,1
11007,5,17328,4,4896,11,1
9376,4,379,9,19163,10,2
16585,7,3156,3,14549,3,3
17132,10,352,1,7167,5,3
11256,11,13561,6,12740,0,0
8949,0,9164,9,8426,8,1
15778,3,17069,8,18716,10,0
17633,8,10724,3,16527,9,0
17526,3,14381,4,13450,6,0
8378,9,14560,6,3158,3,1
12608,4,17255,11,17612,10,0
5577,0,12114,5,9863,7,1
4116,8,16371,10,2482,7,1
4003,0,7071,3,17511,6,2
8636,9,11862,6,15685,10,0
4481,4,12957,2,4217,7,1
5639,7,14094,8,5064,1,1
1795,6,13613,11,150,2,1
10372,7,18462,8,18559,7,0
3565,7,11398,11,19835,10,2
7403,3,2622,1,7705,4,2
13168,8,19621,4,1431,9,1
19409,10,200,1,18462,2,3
6585,7,7710,6,7825,7,2
17991,9,729,3,14568,10,3
1832,1,7912,9,15339,9,2
18174,2,103,11,8210,1,3
1456,8,2469,10,10624,1,2
15272,4,5380,10,14802,3,3
6282,9,1039,11,16305,4,2
6910,4,9347,4,13369,8,2
1993,9,8444,7,5403,6,2
12051,1,5954,2,1318,5,3
17390,11,1082,4,5797,4,3
19278,11,18515,1,13694,11,0
15053,1,4836,5,5058,6,3
3940,3,12544,10,12467,3,2
19383,7,16244,1,1060,2,1
1334,5,3690,8,11986,9,2
6611,8,9728,0,9622,5,2
12837,11,2518,4,6746,10,3
8529,10,18484,0,15803,6,0
7813,4,16993,10,11588,11,0
8037,8,18505,11,7451,11,1
14956,5,17442,0,14100,2,0
9947,2,13425,6,14000,9,0
3873,3,6405,3,6471,10,2
13778,0,8611,1,6571,8,3
8146,2,12590,5,16723,4,0
13181,9,1212,8,11178,10,3
3902,11,9606,1,10878,7,2
6860,6,9581,9,16768,5,2
11246,3,9959,7,1919,3,1
19219,3,12321,11,7320,6,3
9360,11,14260,0,6125,5,1
7689,1,3241,0,16200,7,2
14167,6,17415,2,7330,4,1
18959,8,11731,7,13148,3,0
12469,3,19352,7,15455,7,0
18798,2,19820,8,6123,11,1
4218,3,272,0,19322,2,2
2970,2,5731,4,9341,5,2
17747,2,10505,11,18788,0,0
7472,8,10005,5,19675,5,0
3683,2,10731,9,12729,4,2
18802,7,10426,6,3394,5,3
8331,8,15602,8,6041,9,1
9575,11,6961,1,9760,2,2
8066,11,16575,6,7238,5,1
15118,1,11138,0,13060,9,0
7130,4,7172,8,1293,8,1
3165,4,14033,8,1198,2,1
10203,7,13608,7,10346,3,0
7316,8,7119,3,8393,5,2
4282,11,14193,8,12775,8,0
1342,9,12981,5,12207,10,2
13626,11,6456,2,9528,10,3
973,4,11311,7,4423,2,1
7733,1,9357,11,588,7,1
19525,7,9630,3,6037,1,3
3071,10,17053,4,12313,9,1
15965,11,6456,3,8469,11,3
11872,9,15671,3,18362,10,0
6247,6,8158,9,6692,10,2
1118,6,1172,4,15567,1,2
17108,11,791,11,15988,4,3
16931,3,9529,2,19428,10,0
3407,11,18470,4,15110,2,0
14297,8,17416,3,14393,8,0
16102,4,10958,1,7053,11,3
18775,8,6354,4,403,7,3
1860,9,9521,3,13832,2,2
19453,8,13056,6,3273,11,3
6350,3,16588,8,8928,2,1
15217,3,6878,1,11806,3,3
8222,11,14706,6,14891,10,0
7070,1,8334,0,14828,1,2
13992,0,1060,3,1212,8,3
5070,10,6209,6,15371,8,2
13463,9,9678,0,14055,8,0
6678,7,4581,7,9710,2,2
8219,5,18463,5,1917,11,1
3620,6,18051,9,18682,6,0
13725,10,19209,9,19158,6,0
7730,6,15424,6,11401,1,0
18049,7,7379,6,2083,10,3
17007,1,14223,0,19378,4,0
5528,4,7355,1,2493,5,1
2936,2,10275,6,15356,2,2
15514,5,11279,9,15706,2,0
18676,5,6367,2,15832,5,3
10880,10,14071,6,656,6,1
1041,5,2299,5,3285,8,2
4797,9,19879,1,4479,0,1
7406,8,1540,3,476,3,3
3231,10,14961,10,2158,9,1
8902,7,7861,6,9502,0,2
16967,1,8127,9,5686,7,3
14330,0,5693,2,17314,2,3
14597,11,7055,9,4416,0,3
8863,7,7765,8,10939,3,2
1701,3,13242,4,8649,0,1
7079,8,19479,1,8130,7,1
5065,9,8621,8,14486,9,2
14676,0,14966,7,11003,11,0
6560,5,5644,11,11966,10,2
9341,2,19311,1,6270,2,1
19652,5,17279,9,13835,7,0
9427,4,7448,1,19092,8,0
719,8,19819,11,3180,1,1
8651,10,11851,11,5019,5,1
16185,11,1475,3,15438,2,3
7399,7,3853,10,17517,11,2
3380,6,17803,7,5292,5,1
9617,1,18228,9,17517,1,0
1281,11,19283,0,11655,6,1
9359,7,1043,9,1325,0,3
2659,11,16207,1,14835,3,0
10603,4,3693,7,14286,4,2
7957,0,19083,4,18418,9,0
3770,8,11252,9,5459,3,1
18555,9,14361,3,11943,8,0
13122,9,19049,10,8863,10,0
12089,7,18255,4,19149,6,0
2049,11,1937,3,13444,7,2
17169,8,295,8,13777,3,3
12042,10,17442,4,9458,6,0
4598,7,10085,11,14044,7,2
5164,11,1653,0,12802,9,2
16283,11,17274,3,17188,1,0
12406,6,14613,8,8079,10,1
17733,9,6446,9,4030,11,3
11193,3,12890,3,242,3,1
11704,8,19742,4,15992,0,0
3952,10,1263,0,12694,10,2
54,7,18227,2,16591,10,0
8175,0,1853,0,10208,10,2
7981,9,6510,8,5918,2,2
6667,6,11978,8,13288,1,0
17123,2,12348,5,869,11,1
11030,2,19051,7,13468,8,0
7226,4,7900,3,16066,11,2
7735,10,14316,3,19622,4,0
3968,4,15396,2,11460,9,1
19472,11,15513,5,11509,4,0
16125,4,1887,4,17687,9,3
2484,11,3980,1,19408,1,2
5340,4,17822,10,908,2,1
14480,3,7793,5,7450,10,3
16289,8,3449,4,2525,7,3
13970,0,10554,7,16166,4,0
18221,5,3793,10,13221,9,3
18331,7,15710,6,14637,4,0
2881,7,18922,6,12130,5,1
12950,4,5898,11,17147,3,3
8498,6,2506,2,15055,6,2
6447,8,14039,2,17149,7,0
6377,10,8078,7,18378,2,2
17707,0,11329,7,3204,3,3
11064,8,14814,6,8352,1,1
4196,0,18035,1,5512,2,1
13003,3,10151,0,14210,0,0
9155,0,7642,8,9902,1,2
4661,2,10817,1,5901,1,1
1369,8,5534,7,4549,0,2
1424,5,5719,8,17319,8,2
6014,5,15758,10,7225,4,1
9681,11,10684,2,8842,11,1
16912,3,18607,5,14817,6,0
16752,6,12596,3,18708,3,0
9284,3,19223,3,4957,7,1
12311,10,12781,6,12787,2,0
10654,9,11134,5,8376,6,1
3918,1,16950,3,17448,3,0
6716,8,16934,7,1842,0,1
11870,3,1131,8,17116,7,2
5210,6,15405,4,14706,10,0
9923,6,10779,8,4919,1,1
15384,9,5951,3,18435,2,3
5787,8,6307,3,109,10,1
13721,4,10513,5,19287,11,0
5767,1,5741,5,19823,3,2
15624,10,5196,7,7120,10,3
15881,4,5684,2,11102,3,3
14905,11,13656,4,296,10,1
6431,2,14286,4,2912,8,1
4827,3,16229,3,15518,5,0
5944,4,13759,2,6657,7,1
16429,10,18451,4,2281,5,1
13021,6,7711,7,15025,6,0
14344,8,19231,0,2722,10,1
13985,1,6524,1,13407,3,3
13811,1,10637,11,6467,0,3
8513,10,15498,2,5035,11,1
15747,4,7704,5,8272,2,3
11666,6,2154,10,6750,4,3
10036,5,12128,3,16478,1,0
2151,9,511,7,17162,4,2
16922,8,9871,11,16815,8,0
10436,7,3030,1,18868,0,2
19332,8,754,10,7278,0,3
10579,8,14374,0,18697,6,0
1223,9,12190,9,5884,6,1
2727,10,1955,1,4478,1,2
19285,4,14954,3,19299,8,0
2583,11,9944,11,17666,1,2
19177,5,7601,0,17148,4,3
6585,3,12084,5,8301,5,1
1971,9,1305,7,12927,5,2
8956,3,8023,1,7537,2,2
18453,11,10207,4,19883,4,0
7998,4,14304,1,266,10,1
10732,5,12248,8,3737,7,1
4363,1,14588,7,17982,3,0
7697,6,14807,2,183,10,1
13652,0,7707,8,10901,1,3
1491,8,4478,2,2236,6,2
3847,1,12672,3,1696,0,1
7130,10,15974,3,14500,11,0
1039,3,2035,0,5194,10,2
1904,11,17747,4,19958,5,0
18190,2,9544,4,1899,0,3
8738,7,12055,0,7236,9,1
10695,6,1202,8,16909,9,2
6284,11,11464,7,5227,2,1
9924,8,5350,7,15635,0,2
6558,6,8000,5,14656,3,2
17628,5,12740,0,4120,3,3
12758,1,12359,6,16301,4,0
6225,8,3992,1,3624,7,2
19124,7,19847,1,2646,7,1
13329,3,15100,5,13490,6,0
2474,0,3127,3,15183,8,2
19312,9,19775,1,17024,8,0
3721,11,10927,10,19163,10,2
19131,1,12637,10,9193,3,3
18341,10,19733,5,10972,0,0
18437,9,16869,3,16366,4,0
2267,1,10751,0,231,6,1
9841,1,15086,9,8228,10,1
12259,6,2683,5,18820,7,2
1964,6,10605,8,2957,8,1
6348,8,11203,11,19340,1,0
9130,1,289,10,15759,10,2
18199,2,826,6,6178,11,3
19340,6,4899,6,17738,2,3
7314,3,3191,8,3316,1,2
1759,4,1935,7,14402,3,2
3708,2,18094,10,4423,7,1
16924,3,8378,10,8368,2,3
8843,3,16480,0,3183,6,1
2511,2,10984,4,13859,9,2
314,2,14959,5,10608,8,1
5948,5,1695,4,5121,9,2
1898,5,15781,1,10878,5,1
9333,0,694,2,7737,2,2
16508,7,1387,6,8730,7,3
1661,7,3335,11,18896,4,2
11018,0,17649,5,12114,5,0
738,9,7045,6,17072,4,2
5250,10,5528,3,17610,10,2
4680,6,6631,4,15269,4,2
3335,7,17292,9,18775,11,0
18238,11,11323,11,10221,11,3
3376,5,17865,9,19664,0,0
9290,1,6248,6,15070,9,2
4739,8,8985,1,9141,8,2
5198,9,8130,5,18143,2,2
8078,10,7014,4,16618,8,2
3443,3,17089,8,19151,0,0
18034,10,15740,0,10412,3,0
1233,3,19959,6,14850,11,0
6989,7,9202,4,3332,3,1
3276,11,19272,11,7201,1,1
15954,5,8360,10,12948,8,3
18525,1,7073,6,12997,2,3
11450,0,5482,4,13153,11,3
4852,10,14472,4,2990,0,1
8708,3,10780,4,19584,11,0
19460,4,17378,6,17314,5,0
19536,10,494,1,12322,0,3
13732,8,19116,7,859,11,1
7855,0,9093,4,10347,6,2
4493,0,16891,7,7813,2,1
12174,7,13503,1,19305,2,0
5400,11,3207,0,11305,11,2
9362,11,8004,5,12358,0,2
19293,6,6612,1,17964,4,3
4049,2,13829,6,4144,6,1
7529,4,8111,5,9467,2,2
15098,10,10480,7,9866,1,3
1677,2,5069,9,568,3,2
19079,9,6540,8,13727,5,3
8433,0,14605,8,2952,0,1
10336,6,18690,6,5458,8,1
6647,9,18778,5,17734,6,0
258,1,9435,3,17032,9,2
10731,4,2477,2,875,5,3
14607,1,16757,1,17894,6,0
16855,0,6138,0,1778,6,3
13369,4,17763,9,5746,1,1
18149,3,10363,5,14798,7,0
1478,8,463,2,12199,0,2
14839,5,10356,9,3692,0,3
10945,11,17295,9,1589,1,1
9370,7,7861,6,11313,2,2
15255,6,18910,6,4680,3,1
7268,11,16540,3,3419,0,1
5191,4,5196,8,9764,7,2
12598,10,19792,4,19709,10,0
9433,5,18119,6,19698,3,0
10283,10,14723,5,5375,3,1
1478,2,11895,2,4612,6,1
17401,9,4841,4,4971,9,3
17250,8,17093,3,19392,5,0
16266,9,19491,5,12480,9,0
15633,6,2552,3,13260,4,3
18190,4,9144,1,17574,1,0
16891,11,9668,0,19986,0,0
13253,5,14075,7,5426,3,1
14786,0,10674,2,9141,10,3
13972,8,3099,6,18683,11,3
6807,8,7545,11,19571,0,2
18036,1,17718,10,4483,0,1
16635,9,14835,7,10469,1,0
9768,0,5114,3,448,11,3
10183,1,17626,0,12561,11,0
14906,10,19028,3,958,3,1
6571,4,9883,0,4291,5,1
11710,5,6482,1,13446,4,3
2330,8,15840,3,11263,4,1
19055,1,8502,11,1579,0,3
11046,9,16194,0,399,0,1
17638,1,13721,5,8634,9,3
5613,9,368,7,5525,0,2
7376,11,16566,1,14075,8,0
4479,5,2352,11,12897,8,2
9570,8,15498,4,17879,4,0
14626,0,9845,11,13201,2,0
5298,8,11191,7,11767,1,2
3874,2,17899,5,834,2,1
3494,6,1406,8,3484,10,2
2994,5,1285,3,19345,2,2
7292,11,13714,3,248,10,1
19108,5,13378,4,11501,9,0
5898,1,16232,8,16793,0,0
17326,3,15869,6,16380,2,0
7804,10,18761,3,1475,8,1
8793,6,19464,9,12328,8,0
3353,7,9386,10,3549,5,1
11188,0,13039,3,4527,6,1
15395,6,14820,10,17098,1,0
8654,1,4011,7,808,10,3
16807,1,4714,5,6540,0,3
13826,3,9767,9,9795,1,3
15938,2,3886,0,11939,0,3
1356,8,6044,3,18803,4,2
7349,7,6233,9,3355,11,1
11784,10,18057,5,11438,3,0
14369,9,19223,1,18273,0,0
2531,0,1471,9,2635,4,2
19483,11,16503,7,16051,9,0
3779,3,14097,5,9663,9,1
4664,6,14959,3,18152,0,0
10223,2,509,2,19198,2,2
13859,0,5076,7,19887,6,0
14012,4,14731,3,11754,8,0
656,5,7678,3,13068,1,2
10128,4,7794,5,8577,7,3
3292,0,5507,0,12476,11,2
2799,10,8414,11,19185,6,2
15830,10,10134,10,2334,0,3
5802,3,405,4,9661,7,2
2524,3,1766,9,8905,1,2
12479,3,19518,9,15863,9,0
4679,4,5368,4,16206,11,2
2523,3,2646,4,14483,1,2
18275,6,2880,8,19124,0,3
2705,9,12964,10,10326,5,1
12038,10,2991,9,1411,0,3
18917,9,13702,3,16311,0,0
1617,2,18385,7,4870,7,1
1336,4,12079,5,18465,4,2
12897,6,7359,2,5822,0,3
2101,4,5658,5,13007,6,2
16127,11,3123,5,16783,4,3
4137,10,19651,10,13781,7,0
10044,3,3649,10,7362,4,3
2086,2,7279,8,2270,10,1
15614,3,7847,10,16362,9,0
14151,0,5427,0,10813,1,3
4743,6,10680,3,12539,2,2
8863,6,6918,5,1534,8,1
17527,2,10405,6,16640,10,0
16625,9,16074,7,19253,10,0
5485,9,3175,7,2360,7,2
14917,7,6239,2,944,7,3
1839,11,10639,2,13869,5,2
2872,11,11060,8,3968,7,1
2297,9,1951,2,19609,6,2
15206,3,593,11,3701,2,3
11399,8,15397,11,7708,4,1
10270,11,14710,3,9340,3,1
18321,6,11355,5,3554,11,3
19548,4,15385,8,13037,11,0
18727,3,17749,2,17216,2,0
16494,5,4056,7,2620,9,3
6597,1,7121,8,17688,6,2
17222,1,3021,10,3709,5,3
3701,0,9420,0,9399,6,2
17435,9,8323,1,9196,10,3
15947,9,17480,11,10549,9,0
18330,9,19575,6,14776,10,0
14675,4,10267,6,2765,7,3
2093,5,2488,4,11872,6,2
14637,1,10883,7,9857,2,3
18801,3,8598,7,5673,7,3
2264,3,3478,9,6506,3,2
19576,7,11412,3,2435,11,3
18302,4,15474,10,17956,8,0
5983,0,3365,1,18925,11,2
19932,5,8818,5,7507,6,3
19157,0,18751,10,3923,5,1
12067,2,15480,2,16678,5,0
15689,0,7848,9,9407,4,3
14826,2,4754,11,11858,1,3
3098,10,7950,1,16791,10,2
4150,7,4014,5,16086,9,2
18289,9,8709,5,7847,5,3
10078,8,12500,3,15772,4,0
9343,4,16218,5,4032,8,1
1440,8,16173,6,1769,8,1
17839,0,12237,1,3537,3,3
10576,5,13893,7,4132,3,1
11583,10,14464,3,12632,4,0
9217,11,7817,9,6169,2,1
3522,7,16546,5,5864,5,1
7497,6,4105,2,7744,10,2
19719,2,19703,10,1558,11,1
16940,3,18762,3,7990,6,0
14992,10,7618,2,11361,8,3
9577,6,17881,1,19988,8,0
39,8,12807,11,19985,3,2
1324,10,643,5,15641,10,2
11333,4,11685,0,15214,11,0
10715,7,17993,3,15155,1,0
16319,3,7737,0,13799,3,3
11163,4,6524,10,1507,10,3
12020,11,6071,0,10236,1,3
9573,2,1467,6,3074,4,3
8533,7,12440,3,5413,2,1
9784,5,6592,10,18256,2,2
19700,3,619,2,3368,7,3
6580,1,14656,1,19391,4,0
18729,11,9633,11,18116,10,0
1446,5,2009,1,2064,2,2
9409,11,5076,4,17856,0,2
11698,1,7468,0,4386,8,3
16657,10,14508,5,1239,5,1
13801,5,8304,5,4000,0,3
15594,1,12795,6,12623,8,0
2494,11,14671,1,3285,2,1
2245,1,2860,8,5980,7,2
11783,11,16727,0,11585,5,0
15123,6,15496,11,11020,7,0
3200,11,6577,3,8750,11,2
2986,1,9363,2,3080,2,1
6907,3,3994,7,3038,9,2
8798,3,10808,0,396,9,1
2922,3,8814,1,9287,1,2
13990,5,16042,1,12279,1,0
9347,9,19216,1,15722,7,0
7990,11,5701,4,4620,0,2
15207,1,9568,8,7611,9,3
1259,4,19620,7,11786,11,1
8738,9,11662,2,16559,8,0
2276,8,1929,11,6368,4,2
3044,9,3664,7,11123,2,2
12787,10,4586,5,1801,11,3
19198,9,416,3,7777,11,3
11033,8,8727,1,2255,3,1
5501,8,4916,3,8078,11,2
7470,3,16573,6,18610,2,0
18528,6,3617,11,12206,8,3
379,1,772,2,10466,9,2
1910,8,9169,7,14724,6,2
8177,3,16105,7,7366,3,1
6527,7,9661,2,706,10,1
16150,6,12594,1,17537,8,0
6363,8,445,3,2832,10,2
8510,3,13023,7,13774,4,0
16490,11,16827,8,15342,0,0
2382,3,1059,4,4321,8,2
5567,0,13778,0,8924,9,1
11071,11,14625,7,10728,6,0
17856,6,11127,9,11649,11,3
6481,6,6073,10,7516,9,2
1329,2,8000,7,17839,6,2
1634,11,5292,1,9146,6,2
2501,10,14197,6,3342,7,1
5346,5,8473,0,9375,9,2
10797,0,1258,6,6862,1,3
19492,7,8166,4,6352,5,3
10178,6,2557,2,6953,0,3
768,4,10668,6,12565,8,2
5132,10,13200,10,11321,1,1
8744,2,8972,9,15288,5,2
2006,7,12506,8,9545,8,2
9613,2,3144,6,2930,2,3
17741,8,3650,3,8326,11,3
8147,6,2755,9,12886,6,2
8205,4,827,3,6662,11,2
5823,5,18653,5,7004,11,1
15371,6,18124,10,5600,2,1
3720,1,17328,1,3488,4,1
12436,4,7937,11,12869,8,3
2067,9,18983,9,11065,0,1
16863,8,6893,6,8315,4,3
6865,3,13278,0,5785,9,1
3166,9,11185,5,10579,10,2
18011,4,4172,9,10548,11,3
14977,11,936,11,1562,7,3
16115,2,11181,3,19520,4,0
3183,1,832,6,3527,9,2
6494,8,9759,0,12906,5,2
18806,1,16619,3,3692,7,1
3573,9,2043,10,15914,8,2
9218,10,1034,8,11530,3,2
4453,5,388,10,14707,9,2
17147,11,4978,9,11392,3,3
15478,9,96,9,976,11,3
8827,6,18502,10,4808,7,1
13303,8,16568,2,14329,7,0
667,2,13992,4,5619,7,1
8529,11,14963,11,114,0,1
15061,3,9209,0,18700,5,0
13765,0,7314,3,175,10,3
8715,4,3301,11,12832,5,2
7988,0,2865,10,10122,6,2
5160,1,4080,8,12212,3,2
3069,2,2551,6,13417,8,2
8572,11,17383,10,12174,4,0
10539,8,1584,2,3999,6,3
12701,4,6324,8,519,7,3
11870,3,18776,10,7205,2,1
5340,6,18107,2,19741,6,0
11822,6,6620,2,6075,9,3
12599,1,10390,3,5329,9,1
15293,9,18828,2,6293,7,1
2094,9,8306,9,4514,2,2
3138,10,6247,7,14022,4,2
14282,1,19134,5,10015,0,0
17679,1,1055,10,8856,1,3
14522,9,18347,9,13214,8,0
7135,10,18724,0,6163,0,1
976,10,17361,1,926,3,1
12024,4,1550,5,563,1,3
9512,4,4638,2,11710,10,2
952,5,872,4,8182,10,2
16258,6,2467,6,6352,11,3
2605,2,3635,8,19968,9,2
218,5,1566,8,14600,1,2
10891,9,18260,7,14020,7,0
19961,3,2186,1,1972,8,3
9984,10,17367,8,12673,5,0
7542,6,4770,4,16593,11,2
7620,10,3224,4,5008,8,2
18317,7,2625,8,16958,3,3
8123,3,5678,4,9720,0,2
9586,6,18664,4,4106,9,1
11728,9,5540,5,14014,1,3
12991,2,19213,4,6813,10,1
19958,2,16710,10,2339,10,1
15809,5,13575,4,6981,8,1
15632,11,17480,9,6897,2,1
11653,0,10248,8,9324,11,3
258,4,4300,3,14024,6,2
17365,9,12279,4,12220,0,0
16917,0,13162,3,14235,11,0
14882,5,16167,11,2170,3,1
12839,8,9287,4,17569,2,0
14408,3,1665,7,17890,10,3
7404,6,16440,5,5251,7,1
6048,5,9808,9,19970,4,0
14845,10,7900,8,1142,7,3
5568,4,10234,7,803,2,1
18762,3,507,9,11597,3,3
13907,3,4853,11,16139,0,3
8355,1,19618,4,3432,5,1
14479,7,798,6,2350,7,3
17246,7,702,11,14114,5,3
14553,4,1483,3,11299,0,3
4202,8,9773,6,16179,1,2
17030,9,4755,2,19033,4,3
16021,10,1133,0,12672,7,3
2309,9,2336,2,19148,9,2
17491,9,10727,7,3350,8,3
9347,6,9706,6,10663,5,2
479,9,6690,7,5383,11,2
10994,0,18938,10,10138,11,0
11600,10,16967,7,15730,4,0
11764,1,3228,0,8590,11,3
13010,5,6970,7,11878,6,3
4923,11,4247,8,15776,1,2
16541,6,6684,8,3528,2,3
9010,2,7584,8,8355,10,2
19989,5,8961,9,6240,1,3
15119,2,18706,6,7930,5,0
9652,6,8464,8,8992,2,2
5171,4,5333,11,11552,10,2
5772,11,11945,4,13510,4,2
9783,5,6723,5,1482,1,1
8439,1,18050,4,4915,10,1
14112,2,8118,8,15895,0,0
1386,6,19416,2,9900,3,1
11343,9,13384,5,3839,4,1
9823,0,17753,8,2227,5,1
16619,0,9856,1,13835,0,0
94,2,4527,9,17713,1,2
18715,4,5723,5,16640,8,3
14813,11,11693,10,528,5,1
7299,10,19543,11,2040,5,1
12277,6,2828,4,9989,7,3
3467,6,17425,5,7605,5,1
18364,10,3602,8,15901,0,3
5907,5,12889,10,4224,7,1
5562,3,10791,7,18603,1,0
2314,0,14962,1,514,10,1
9671,7,890,11,1577,4,3
2640,4,12306,1,11964,1,2
6590,4,3319,4,5994,8,2
19989,5,5048,6,15551,7,3
17021,6,17206,6,6427,6,1
18386,1,15200,6,6741,11,3
9572,11,18112,11,3293,6,1
1157,10,5511,7,8986,1,2
7580,11,12438,9,6056,3,1
10243,0,4306,10,18349,4,2
8533,11,13676,8,14209,6,0
2016,8,8265,5,6081,11,2
2060,5,5878,2,87,6,1
5767,11,12499,7,17126,4,0
14761,0,6263,0,16383,2,3
3463,6,16904,8,5011,11,1
15261,9,18797,4,7844,3,0
3114,2,445,3,16464,2,2
9900,6,2528,8,211,8,3
14374,8,9364,5,15626,0,0
10516,8,3305,7,12720,8,2
18639,5,13944,7,15793,11,0
17525,8,8810,11,9286,1,3
16324,11,6979,1,9309,0,3
16666,2,7900,2,19518,10,0
18869,1,15694,0,1218,7,1
2062,11,10217,8,3541,11,1
6464,11,13189,5,15948,8,0
10083,9,13956,5,949,7,1
2098,4,6506,3,5369,0,2
5142,8,19412,6,72,4,1
10807,9,3013,8,19860,3,2
6273,8,8082,4,11656,10,2
15525,11,5271,8,6230,1,3
14070,0,5342,7,12956,6,3
8580,4,6450,11,7282,10,2
8140,1,18796,1,11530,0,0
12616,4,9782,0,12630,8,0
60,11,9316,11,2631,11,1
4135,10,8586,9,4325,5,1
14044,2,12293,0,8155,9,3
1351,7,13719,1,13191,1,2
9347,8,11384,7,10396,9,0
11951,6,17747,1,16679,7,0
8747,10,7965,5,19229,4,0
17670,9,16273,6,8694,6,0
11606,1,11557,6,321,2,1
4700,7,5064,2,9642,8,2
10588,0,11999,4,14084,1,0
9314,0,10569,5,8681,3,1
5570,5,11164,9,6318,3,1
19782,4,8438,4,15843,9,3
15803,10,990,7,18230,1,3
3087,5,2962,3,3075,5,2
11704,10,7864,10,257,3,1
7984,2,18912,6,1002,11,1
18350,4,3057,9,18527,1,3
6425,1,4206,8,13619,1,2
18089,5,7635,2,4650,11,3
18875,4,3451,3,1198,0,3
15105,8,14890,1,18290,4,0
8433,2,17610,2,11990,9,0
16507,2,12664,9,14353,7,0
10714,8,12354,6,4563,2,1
2844,8,7797,7,5832,8,2
10692,1,4061,0,15893,0,2
1681,2,14990,7,13111,1,2
18157,7,12320,11,4341,8,3
8646,4,11531,3,5457,4,1
6127,3,17676,11,12057,7,0
14519,7,703,2,18140,9,3
462,7,12408,4,7585,6,1
1979,5,11423,10,7291,2,1
7072,2,4320,11,1457,2,2
14883,10,7051,4,1742,10,3
2376,11,19268,6,5050,8,1
18503,6,11645,5,13119,11,0
1616,8,4996,9,10041,9,2
7578,1,18759,10,7922,8,1
3404,7,13219,5,12569,1,2
18446,6,2387,11,5896,8,3
6439,4,19547,6,3412,8,1
5685,11,16386,0,8376,4,1
13423,9,12204,4,16563,9,0
17779,5,5012,6,6699,1,3
9024,0,16369,6,10076,5,1
7373,0,19545,7,12632,8,0
17712,4,13636,8,9581,7,0
15422,8,12038,0,6896,5,3
15175,0,19443,4,3142,5,1
4582,3,3335,8,5143,7,2
11539,5,2602,10,15976,10,2
4067,11,9300,2,9680,1,2
9068,0,1756,6,6551,4,3
1527,2,2794,5,11879,5,2
13006,1,6331,3,4317,8,3
19838,11,487,10,16485,7,3
15971,2,2492,10,11995,0,3
9437,3,17300,11,19134,6,0
1708,6,11189,9,13852,10,2
10687,10,9644,0,12627,1,0
8521,3,7286,2,16024,10,2
7480,7,7107,6,10179,3,2
17978,1,3959,1,15133,10,3
7276,9,5944,1,11088,6,2
13410,11,8851,11,542,3,1
5912,4,7820,5,11178,6,2
1246,6,11343,4,1693,9,1
10948,8,9212,8,4241,5,1
18594,11,3843,9,9793,2,3
8847,3,7100,5,16347,4,2
145,9,8379,9,6449,0,2
1731,8,3730,5,4769,10,2
9753,0,15104,5,7183,8,1
19133,11,11036,5,2152,6,3
18852,3,5128,7,11789,5,3
13437,7,4888,10,10035,1,3
3134,11,1519,4,13102,10,2
1578,4,12279,0,13381,0,2
19239,9,3276,5,9501,10,3
15369,6,8770,8,12817,5,3
7509,8,8954,4,3218,4,1
3584,2,14186,9,17773,4,0
9763,1,14721,11,11942,8,0
4917,2,4531,11,17378,2,2
5886,3,3197,10,13300,8,2
