frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3
5211,6,2212,1,9803,2
9298,8,10331,4,15551,10
4296,6,7339,0,7742,2
871,2,3508,7,9924,5
7350,1,1744,6,2062,11
12646,7,12207,6,5330,3
18703,11,10797,4,19667,5
2453,2,7601,6,19139,7
17730,4,5549,5,12663,5
3630,6,3864,7,18087,10
5834,0,10870,4,16860,2
13092,11,19318,6,8528,0
7987,3,805,10,16737,1
18973,0,1224,8,16166,1
2728,3,14268,9,4803,11
7555,9,17065,1,208,10
7607,10,15582,4,6397,4
16038,8,10715,9,16780,5
18541,2,15750,6,13580,1
8734,6,6909,4,11028,2
818,5,19839,4,7778,11
640,9,11330,7,13471,6
9279,8,18261,1,15316,10
7921,6,5212,7,5920,11
14947,9,8211,7,18872,3
2102,10,6437,8,752,10
14434,1,16615,8,2208,5
9274,8,15608,1,15112,9
12665,0,9719,3,965,4
1086,4,2082,11,8266,1
6876,6,2863,8,14338,11
12016,5,12815,0,2550,11
9253,9,10463,10,15613,2
19814,6,12445,8,9044,3
13541,8,3914,10,3168,11
4315,1,8719,8,13398,7
6883,6,5457,2,8405,6
7546,8,16732,4,1774,0
11462,10,394,3,14795,6
7141,1,4391,1,8207,3
11162,8,7199,2,19278,11
11114,0,17896,9,18805,6
11372,9,1531,0,15597,8
9319,1,17077,5,11003,7
3648,2,10923,5,437,9
19662,4,7490,6,17623,8
16593,0,1163,5,3806,11
15055,10,8922,10,8630,4
17340,11,18093,8,10342,4
11364,9,9699,1,11988,9
17095,6,18629,4,6523,9
17370,11,5411,11,4029,9
11521,6,14637,4,15749,7
5219,3,3330,4,7581,3
13194,8,10600,8,10746,5
10387,2,11197,4,3973,2
955,1,1329,6,8275,7
13172,7,3633,1,9671,4
17615,10,18155,6,5136,8
5413,10,15059,8,4321,9
17368,1,17996,3,423,6
9400,6,93,11,12843,6
17198,5,2857,2,2834,11
2790,6,3884,4,17462,4
8022,1,10734,1,5383,9
13803,7,1728,8,13429,10
8975,4,3473,9,16952,10
12252,2,5617,8,18587,8
16585,5,12061,3,1418,9
16642,0,3932,3,1044,6
18038,3,9879,3,9957,9
9621,5,5915,2,935,0
15274,6,6508,4,10612,7
12668,2,5478,10,8545,10
3801,9,10350,8,1846,10
18973,0,4472,9,9200,7
4183,6,5908,11,19030,2
7602,8,12953,2,2286,5
14924,3,7228,9,3706,5
17057,0,3387,3,14682,4
16586,3,19214,9,12380,7
2610,9,17098,6,1411,8
11180,7,2638,2,2907,2
5299,2,3569,7,11895,1
3254,6,6725,0,6095,10
13366,2,15315,11,3856,6
47,0,1451,7,5080,11
18164,9,17985,6,1848,6
7341,8,17089,8,9277,2
6642,1,12651,10,18690,2
10772,7,14166,2,11100,11
15171,4,7236,10,64,11
6347,9,13229,3,16593,1
1143,10,6685,1,4420,5
862,4,18231,5,10154,8
13119,2,3579,8,3636,4
1664,0,3354,0,10993,5
10133,4,13404,9,13874,7
13252,7,8697,5,13116,8
10782,2,20,5,4373,3
8249,4,1429,11,4775,7
13031,11,6869,6,10053,2
18450,9,630,6,4848,0
8329,3,16926,6,1572,5
12197,7,11349,11,19180,3
10486,9,3848,5,14667,9
2958,5,7620,10,19272,3
14277,8,10414,3,13735,5
8689,5,16585,4,3426,9
3638,10,17637,1,4146,1
14359,11,16217,5,10332,9
15818,8,8303,6,15719,7
13247,6,17676,5,18125,7
12538,2,10291,6,2106,6
1350,5,4236,6,412,4
18359,7,7330,0,18104,3
515,4,14772,2,14780,11
4404,8,816,9,5304,3
4728,9,5534,11,19391,9
5440,7,3154,8,9323,1
14657,2,199,6,2522,7
15713,3,13161,7,5060,10
3145,9,2744,1,3449,4
3558,1,6143,5,17837,1
19540,7,10687,10,15249,6
13607,7,18722,10,1216,3
6387,3,1942,7,1926,4
17912,4,15660,1,5258,1
16447,11,10613,0,13013,9
8158,0,10768,10,13979,9
2746,10,15806,8,4509,0
1619,3,11542,7,16397,11
7862,4,2426,1,18296,3
19792,8,963,10,11108,7
10416,1,1538,3,19839,3
2288,3,11680,0,14414,11
9364,8,12405,7,17377,9
61,11,13050,2,17353,4
14257,9,14941,0,5079,8
8610,10,19992,9,14279,0
14004,6,9790,6,4830,6
7014,5,15344,2,2948,8
16021,3,14773,0,10033,5
11748,1,2856,1,14059,11
2775,9,3028,3,6223,10
12649,0,11078,0,11470,9
18314,11,11255,2,16364,8
13475,6,17608,11,15823,2
10353,0,12996,3,2531,11
14130,10,2656,10,7317,7
8098,3,5868,0,7436,7
8734,8,6612,4,9730,11
1138,9,2235,5,13792,8
5410,4,661,5,9139,5
15379,8,18908,11,7238,2
11055,9,11104,3,3552,2
6023,5,13398,9,13644,7
11843,8,1517,8,11848,3
6695,0,10393,0,12253,2
10410,11,11646,5,7476,11
13213,4,12588,8,13045,7
16434,10,882,3,8302,6
17425,11,6238,0,17136,9
10038,2,18052,10,14026,0
13655,2,7734,10,18705,11
3609,11,7580,10,8104,8
19880,9,15551,5,16010,8
12989,6,1361,8,1416,0
18624,10,7026,3,17428,8
14073,4,2496,0,11561,11
17493,6,10914,3,14769,3
9965,11,12439,1,8646,10
10795,3,13741,3,12787,4
12822,8,14964,1,19262,7
6423,11,2804,11,501,5
16195,10,13087,0,16016,2
2273,10,16595,1,9252,3
1314,0,11371,11,5645,5
3068,7,13533,10,5618,5
13343,1,3946,1,2937,9
19893,4,1190,10,6521,9
79,5,18632,10,16571,4
8165,4,12024,6,12518,0
1895,8,11997,0,10197,9
3644,10,15950,9,12930,0
17704,0,17437,8,13728,2
11476,3,13292,4,7808,1
6997,1,8927,4,17816,10
472,11,3574,0,6827,6
6897,11,10186,5,4708,1
17929,5,4085,5,12593,9
9697,4,1304,3,11494,8
14267,7,14711,2,13255,11
2765,6,19666,3,12394,3
4626,7,15883,7,13455,3
18534,9,14722,10,9947,10
3439,9,1350,6,10684,7
13820,4,14841,9,5117,4
12415,6,1975,8,10276,7
12480,11,3483,1,9990,4
6677,11,15612,7,848,10
17610,1,9640,9,5807,4
14791,7,6129,7,11577,1
4265,1,6800,8,15648,9
14739,1,6672,10,12287,8
17006,1,17071,1,15954,7
15584,11,8822,8,16677,0
12987,0,11251,11,529,7
3118,11,2441,3,6161,5
1955,10,4706,7,17561,4
8543,7,4420,3,6757,1
19819,6,8377,7,12159,11
3376,1,13801,7,2894,9
16464,0,16114,1,8428,1
4222,6,9149,6,8071,1
8005,5,3451,11,9926,1
13737,4,3088,10,4115,3
17694,5,16137,4,18578,5
17396,11,13974,4,13772,5
5712,5,1547,2,14505,8
11452,1,12108,3,17923,8
4348,11,2664,1,16752,2
11402,5,17810,0,7086,11
8996,3,7804,5,6279,6
16435,1,5647,9,5637,1
18022,3,7223,11,16845,3
10428,6,5091,10,14060,4
15278,4,8019,0,15586,2
7234,2,12526,9,10124,9
7680,6,19544,11,19627,9
18547,7,15523,2,14664,5
18288,1,5080,11,12031,11
17536,5,2478,8,4888,11
14492,0,10354,11,1622,4
3205,5,8604,11,9982,6
12328,6,7558,3,17892,4
19072,6,11554,8,17042,7
8235,7,11950,1,18448,4
7261,8,3088,10,2749,6
19833,5,17805,11,7220,3
13063,0,15790,9,861,2
17164,5,3437,6,1033,5
19208,7,18117,5,14250,0
12415,11,5077,9,12941,11
6602,5,18516,10,6185,11
2000,5,15227,8,4136,9
3009,5,6348,9,7927,8
17062,3,8402,9,8845,1
13611,11,13201,4,135,0
11752,7,19725,11,19110,11
13702,6,7548,11,11314,6
7208,10,1768,2,3370,4
6506,10,19794,9,16642,2
9837,11,14951,8,19245,4
9306,6,2719,6,12404,4
911,1,13792,9,8101,8
19766,11,11825,8,4167,10
16905,11,569,9,15075,10
14891,4,13745,11,772,4
10509,0,13137,3,14461,6
9645,3,5309,5,10932,3
14189,0,9018,8,19191,5
7559,11,18533,7,3110,3
970,0,15045,0,2521,6
348,0,12596,10,10085,6
6949,4,17340,11,16466,2
19858,9,1097,9,11381,5
5620,7,13669,10,16463,6
1501,8,8477,2,18014,2
1898,10,8716,8,2945,5
6931,5,13902,10,9983,11
16202,0,15912,9,19862,9
18229,7,3517,10,2440,2
1625,8,5695,4,16837,6
9278,0,14473,4,4433,9
19469,7,3577,3,5405,2
8293,3,7068,8,10470,5
6845,11,1791,6,11721,9
14200,11,15270,11,14444,0
17583,11,11723,6,3563,10
17155,8,6211,4,4450,2
17350,4,16883,8,19517,6
7652,7,6529,0,8387,8
7698,8,10529,1,8842,5
4630,4,18093,10,11323,6
2070,1,13751,2,9773,4
13419,1,6727,9,17531,3
13701,1,14164,2,10908,0
5860,1,16779,8,15818,1
628,10,19264,3,5860,4
4016,1,6907,3,16816,0
2218,11,17135,7,3558,6
7533,6,14720,5,14176,5
5871,6,14350,0,369,7
17800,2,12281,6,5030,8
2090,11,13651,4,9276,2
13121,10,18780,11,7165,11
6544,1,2710,10,16002,9
17794,4,10953,2,7097,7
5593,4,19120,10,8998,10
10216,6,14214,0,12300,1
4247,10,10589,4,12320,10
16928,4,16046,0,14941,1
8219,10,1389,6,1128,10
14120,7,7828,5,937,4
18000,0,2306,0,11689,1
11815,9,6210,1,778,9
5512,4,8576,7,10770,4
14362,3,9572,9,13900,2
14437,7,11158,11,16533,7
12459,3,18785,0,16603,11
18468,9,17331,5,4774,6
15618,0,17569,1,8579,5
11528,9,388,10,11370,11
6925,0,5197,0,3516,7
6210,10,8896,6,1291,1
15912,8,14189,6,2218,3
4552,11,15475,10,9597,0
17891,2,15902,3,7271,4
17792,11,19268,11,15516,9
15058,10,9343,2,10710,11
18752,10,13826,2,14830,5
717,4,16895,2,19552,3
18868,11,6266,2,3580,9
12858,7,2813,3,7435,7
3100,0,11098,1,7374,11
15393,11,3486,4,10437,9
15704,7,9894,4,8300,4
11106,1,7426,7,5881,11
8035,4,14694,8,1723,7
1951,7,1004,9,18678,0
6644,8,11830,10,9818,8
19616,3,18055,0,18062,5
2072,6,14684,1,1602,11
13184,9,18728,5,9795,9
13244,7,16647,5,15141,8
9007,8,6512,1,2625,1
2222,8,9892,5,7367,7
4571,10,6029,7,13415,11
11327,11,18605,7,7363,0
3447,0,13225,5,7937,9
12035,0,16622,1,11940,7
5676,2,13996,2,15488,9
11775,8,3733,5,11893,0
12566,3,19448,4,19131,0
9919,6,7555,9,8931,11
7328,8,135,6,14002,8
12084,1,3474,8,18389,5
1963,8,18550,9,18988,3
6144,10,16725,10,13452,2
6782,0,4824,1,4173,0
15511,7,18879,9,14785,9
6294,8,17010,9,16181,11
10839,7,12090,5,2540,2
19097,2,14953,3,16152,8
7084,0,16492,10,7109,2
12252,7,16494,7,17420,4
14140,11,17744,3,16588,1
13100,6,11535,8,755,11
19252,6,16916,6,11883,0
17541,4,4773,11,8419,5
8744,2,13980,4,5574,5
19109,0,14421,4,13967,7
8375,3,13538,6,9821,6
6329,1,16259,3,12047,11
12992,1,15823,0,10574,11
4327,9,11920,0,1822,3
19900,8,7917,11,10284,5
3624,9,7852,7,3714,4
18062,3,16049,5,9736,3
17634,4,8672,6,15945,11
10702,2,14266,3,1746,9
4285,10,18780,10,4634,10
4154,11,10514,5,4061,8
4343,4,10976,3,323,8
2588,0,9861,0,7018,7
5479,7,6400,10,17955,2
10911,1,14823,9,15020,1
16798,1,8130,1,2794,2
7255,8,318,10,10838,1
8825,0,3125,4,3273,10
12157,4,18461,3,16158,4
6680,8,7560,4,563,9
2636,9,988,6,15459,1
11517,0,15733,9,5548,7
9694,8,1421,2,8107,2
17484,9,18968,9,10159,8
18013,4,6634,8,13995,0
12276,9,19957,7,10356,7
16125,7,689,7,13743,0
473,5,15320,1,7376,1
6499,1,14441,7,9377,11
18583,4,9442,7,19297,6
14306,9,4533,1,3368,3
13174,8,15642,3,14446,3
1742,1,19133,3,9750,11
9034,0,5473,9,2637,3
15254,2,15024,8,11162,3
14776,3,2918,7,1985,10
10188,2,15587,11,11096,10
5869,9,1512,2,18294,11
2532,6,19977,6,9741,1
9888,3,18084,9,1613,2
9515,2,17143,2,4321,2
57,4,13981,10,7586,9
18159,6,11904,3,15263,0
7062,4,8999,11,9827,7
11797,11,4669,3,8037,6
9932,11,1713,0,1637,5
6018,2,19496,2,8659,1
2845,11,675,1,9225,6
9302,11,19310,0,14301,5
18567,9,3131,8,4513,5
14944,5,7863,11,15469,6
14682,9,17544,7,4238,1
5013,0,2906,1,556,3
8177,11,4717,4,3574,1
10363,4,9040,8,12981,2
19513,3,13752,3,3253,6
13147,11,6601,5,2710,9
8920,0,4075,10,17961,9
10694,7,18573,11,14300,4
18660,0,10182,0,18730,11
19163,6,15597,8,10090,6
9311,11,17431,11,13092,2
3736,5,6287,0,8020,7
169,3,15163,5,144,6
1985,9,2830,5,6743,9
8349,5,12575,7,17387,10
14161,10,6355,4,3504,11
8514,4,16331,7,2714,8
5913,6,3265,7,13550,4
3433,2,3550,6,13791,2
1144,3,18526,5,18572,7
5712,8,16828,7,4110,6
9527,7,10252,4,1300,1
12214,11,14574,8,2914,10
10623,0,13506,4,5751,3
6985,10,2599,1,8481,6
12773,0,19743,10,15969,1
1136,10,11523,2,7648,11
12966,9,6625,5,8126,6
7816,4,18412,1,6516,4
2519,3,9199,9,7541,2
8319,8,17289,0,4297,9
11984,10,6870,5,13049,5
17168,4,14879,2,7111,8
1659,6,15691,4,11604,1
16619,4,5895,2,15852,2
8460,7,10842,0,10119,6
6206,9,16395,7,11008,3
5037,2,16687,1,13441,2
17052,0,4860,11,6351,4
5421,3,1402,9,13642,0
225,2,14955,4,921,11
4277,0,6111,10,10251,5
11615,2,5610,10,17474,3
9296,9,15961,7,14587,4
11334,6,17692,2,904,8
4602,1,5926,10,4659,11
5812,9,4019,1,1748,10
2263,7,14261,1,4474,5
14312,0,8402,8,18663,9
3859,1,5386,8,18518,10
656,6,5396,11,4997,6
19043,7,4718,8,13285,11
8108,8,1267,10,5233,1
13909,11,8357,3,18687,3
128,8,19287,6,7104,9
15156,7,4842,5,4150,3
2410,8,11368,1,13721,11
6716,2,4450,9,15707,6
14436,4,17398,5,4015,8
7802,1,3425,6,11613,8
19392,9,10197,4,9276,7
1475,5,8722,8,11351,1
11273,0,4074,0,17601,9
2014,4,475,0,15517,8
2172,9,15755,1,13684,11
4161,4,16634,7,2996,0
11633,1,19554,6,16559,4
18931,3,12815,1,125,1
11499,5,2865,6,17155,7
8841,9,16816,4,19251,11
18481,4,9625,3,17525,10
13933,0,8211,2,1796,0
1967,11,3279,1,18864,9
10203,4,12796,0,19317,10
16124,1,3231,8,14979,0
19416,3,9291,9,10785,1
7669,4,2979,2,3355,1
11758,1,7377,10,12801,7
18602,6,13755,1,3835,0
3941,7,9304,1,7225,5
12999,10,3805,5,17438,3
11091,3,3214,3,13553,11
10138,7,10715,0,8619,7
12891,8,8061,5,12930,11
5467,3,280,6,17830,4
18569,6,13150,7,19441,9
2986,1,17262,2,7204,9
15870,0,10026,6,8607,5
7152,7,7833,7,371,8
14588,8,8652,3,8679,0
3905,10,15933,6,2331,5
18481,11,5491,5,8477,8
2265,9,16899,8,7785,9
4298,6,2524,3,1433,9
9775,3,18931,9,5143,10
10268,5,14685,2,4017,3
7459,7,12954,2,4282,6
16617,3,17790,0,19237,5
2170,0,4129,4,5940,10
13095,2,10705,6,13664,10
16667,2,16122,4,9796,7
6781,4,10871,1,13006,5
6635,4,723,6,1441,3
12396,11,15579,4,9973,7
18408,2,5583,11,4704,11
2717,5,8064,0,4992,8
18552,10,11734,4,734,1
3296,0,12166,0,3286,4
15733,4,12976,4,9796,5
4856,7,17518,6,4958,2
6792,9,18399,2,6539,6
8899,9,9885,5,15130,10
11322,2,6021,11,5194,0
12851,4,19894,3,8787,4
17178,11,10426,8,9275,8
1622,0,19751,3,19666,8
15247,8,1796,11,17558,6
1391,10,3099,10,2586,9
2498,2,6236,2,1538,7
6683,5,10525,7,10158,6
1465,2,1330,0,13179,7
10535,4,5943,9,2023,7
9140,3,13789,6,19238,3
16723,11,17444,5,8577,2
9474,6,2493,5,3305,11
19205,7,11533,11,2008,1
11458,1,17825,11,2425,3
13141,4,12043,7,16777,7
14845,8,1942,5,14934,3
11889,7,12567,0,2155,6
18498,5,6189,4,4488,2
8901,3,237,8,18958,4
1870,0,2388,4,11229,2
7810,6,11671,7,708,5
8339,9,12417,7,14408,0
14467,8,13856,10,14659,3
11745,3,7337,0,10905,7
2857,4,9164,1,11565,11
10350,1,12876,5,5224,0
19163,10,13770,0,10501,1
6332,9,6975,11,12849,0
6977,9,4004,11,6519,7
5366,8,16461,1,3419,10
13957,5,8986,3,4122,8
1699,3,256,1,9467,3
8360,9,4332,10,14407,6
5383,3,4163,2,15487,3
3173,11,2502,7,11932,8
16226,7,19131,2,18322,9
1860,11,3212,10,12097,6
11988,11,3474,2,5685,9
11416,8,7220,3,19681,8
3969,2,2655,8,10859,9
5575,11,14664,3,19397,1
668,11,15409,11,18231,7
16970,7,12311,3,15573,8
7929,8,2708,6,209,3
7009,4,8933,0,13152,6
5389,9,12545,5,18653,3
9687,6,13126,4,7478,3
12783,11,16782,7,8085,9
8431,3,1613,8,3575,5
876,6,6457,4,6639,2
3280,4,3130,0,2093,2
7693,1,15083,1,791,0
9769,9,13600,6,9858,4
17605,9,17366,10,3643,7
1504,2,130,4,1988,11
17607,9,13754,1,8480,7
17058,6,290,2,19545,1
17642,2,2752,7,831,6
4611,7,15036,7,8275,5
18222,4,6606,0,12178,10
17898,6,14788,11,61,7
1137,3,13968,7,4490,8
10230,4,1944,7,7715,10
13468,6,11437,10,17538,1
11871,1,19699,3,291,11
10584,10,2816,8,5381,5
9840,1,15978,4,13344,10
5619,9,12693,5,2530,3
5793,9,3823,2,12283,5
8575,4,866,9,3456,5
19493,4,2154,4,19156,0
13796,9,4983,9,13249,2
6880,1,12270,8,10863,7
8095,6,5112,11,14564,7
3024,6,11303,7,9636,10
12308,8,6077,10,13811,9
15749,3,9912,5,17968,10
2902,0,13387,3,106,11
13850,9,12831,5,15609,8
19556,6,16212,0,6565,9
15331,6,7898,8,12804,5
14830,3,3139,4,14621,8
4140,3,13245,8,3759,8
5431,11,14674,4,10306,5
4323,3,1639,6,5971,1
7734,4,4587,11,3884,0
8438,9,7341,6,16835,3
1865,7,15463,8,9677,6
9373,11,12237,9,13054,6
10430,0,9509,9,14715,0
1335,10,10356,1,7759,3
13684,0,4343,5,13756,2
17428,9,2480,5,12615,8
14642,8,18847,6,18034,0
2239,4,645,10,9292,3
712,3,3177,7,16938,3
5816,2,6591,9,2197,10
855,1,13792,3,17594,8
9843,7,1139,3,16973,1
7011,7,17196,3,1391,1
10365,9,14201,7,3308,1
15129,1,18687,9,12571,8
13111,3,14670,6,16748,1
6667,2,10308,2,16571,5
18492,9,5790,3,1920,7
19996,11,10025,5,8631,6
14207,7,13657,4,7803,10
19731,11,11562,7,4478,3
12769,9,5589,3,11551,3
13639,0,13291,1,3939,8
8600,9,6781,10,3257,6
7293,11,5337,10,7007,0
10045,7,19681,3,1203,5
3677,2,2999,9,4726,5
9355,11,2798,0,17280,11
606,11,12334,9,16310,3
9733,3,3129,8,1238,4
11373,11,10233,6,5330,11
6378,2,9104,1,1771,1
11858,6,15653,9,12039,4
1569,1,7112,11,9032,9
14387,10,13587,8,15464,10
7440,10,14043,8,13231,9
5185,5,10482,0,14757,11
14543,8,1002,4,2973,1
19262,1,13836,1,906,1
10210,1,15571,2,19250,5
2493,11,426,8,18913,3
4441,5,6585,9,2189,2
11466,5,2974,4,8261,3
13005,0,5287,6,2777,7
4384,7,10677,6,18941,9
9001,1,12497,6,13703,2
1042,3,19787,11,16296,5
11119,10,19141,10,15522,5
17633,3,7735,6,3702,7
15520,10,8370,11,2662,11
19553,2,3697,6,4711,4
16285,4,1112,1,14385,11
8087,10,5796,9,13703,6
2287,6,16168,6,11310,5
9782,4,1700,9,18669,3
16044,5,6204,8,10135,0
15374,2,18766,8,16127,11
10222,3,15019,8,818,4
3514,3,4638,6,9409,2
12676,6,4971,0,4426,11
5676,8,12220,11,9350,4
10007,11,12688,4,2098,9
16833,11,18859,11,15549,0
891,6,6993,11,4380,4
2208,10,578,5,12663,6
9901,7,8120,5,18210,0
12636,0,17879,5,2754,1
14965,1,3675,0,16440,7
16489,2,3573,11,1682,11
13669,4,9452,3,18482,3
14111,9,11176,0,16426,7
272,1,8068,8,2106,9
9870,2,4497,9,18040,5
2911,4,5561,8,11112,10
2852,3,2615,10,3751,5
1362,3,5526,7,18301,10
16574,8,18893,8,19713,3
2240,5,16524,5,19874,10
2581,2,5028,10,15863,10
16142,1,13156,4,7574,6
19189,6,18601,5,14915,6
16909,2,16207,9,16152,2
9816,0,4000,9,15053,5
12494,8,8664,7,7239,10
18957,11,2494,9,17430,7
15924,3,8054,6,2374,10
16049,9,10544,2,11846,11
13916,3,19629,10,4692,9
9340,4,12930,0,14835,2
4112,5,19724,1,2354,9
11639,10,17948,8,8477,4
3201,4,3628,3,6028,0
2896,1,2798,5,3630,7
386,10,4833,2,6140,8
2887,5,102,2,7344,5
12139,9,13849,2,13745,0
2277,3,6884,9,11038,9
11826,11,5317,6,1593,10
4544,9,9680,6,13194,0
12059,10,1619,7,5566,4
8455,8,14131,3,17775,3
9778,0,14590,11,18395,0
15104,5,2112,3,9371,2
7519,11,2613,11,7587,6
1126,9,17729,11,701,0
5966,7,3213,8,10786,6
5058,1,19452,5,15852,2
11731,0,16472,4,6623,1
1632,7,10298,6,11565,8
11115,2,7442,7,875,10
2981,5,14073,0,1886,5
1457,8,12759,8,18767,8
4492,7,1066,7,11127,11
12010,9,17367,5,7197,9
9030,3,5950,4,14581,3
9303,10,5847,6,1287,4
10199,7,1494,7,12325,3
7524,6,16686,0,13252,3
18281,4,12791,5,3263,3
11749,10,14611,11,16494,9
17570,1,12395,7,12075,9
12755,4,8755,3,9614,10
13451,6,4259,7,12724,9
1530,1,13731,8,2113,6
16248,10,3744,10,9059,0
14796,4,1692,7,3723,6
16869,6,1491,9,12328,2
12005,8,1946,2,2738,4
1472,6,12676,3,11022,6
6451,10,17403,4,16145,5
292,7,5652,11,7449,3
2154,2,16912,2,7237,2
11224,2,4521,10,2385,8
2903,1,7038,6,10879,5
1375,6,8107,1,14724,8
9939,0,9176,1,796,6
9760,11,4706,11,14678,8
8698,3,3798,8,19641,7
9778,8,17460,7,1371,4
17525,11,8188,9,144,9
17477,5,4944,4,9699,0
2192,7,4392,3,8386,10
17139,7,15398,11,18968,11
5496,10,9029,11,6060,10
15362,1,6871,4,3329,0
17334,10,1241,10,16677,6
12976,7,14348,4,4032,10
18881,10,1927,11,12403,0
10094,9,17819,4,13929,6
9125,8,6709,5,16721,5
12270,8,14437,10,9152,6
7386,2,12905,11,6885,8
19767,5,15493,11,15118,6
9129,0,2555,7,12007,1
8000,3,7954,7,14080,4
10253,0,11086,6,17552,11
19480,2,13726,11,4765,3
19653,11,5625,4,5719,6
3525,0,16404,7,10740,1
18580,6,19247,6,6501,5
12739,7,6455,5,3982,1
4676,11,6071,3,17079,6
16801,10,18357,6,12940,9
10576,7,6327,0,6583,11
9637,6,5669,3,12971,10
10981,7,14143,8,13327,1
6991,11,8277,4,8532,9
11145,9,18335,1,11539,0
2640,9,16523,0,8401,9
14074,2,14235,3,2347,4
13184,5,4620,2,14647,3
13395,5,5398,11,17544,2
9445,3,18629,4,15051,0
9573,9,19401,6,14203,11
6358,5,9748,11,18009,4
4582,0,5741,10,12185,2
7200,8,9890,0,11613,2
2979,11,15093,3,16527,10
5373,8,95,7,512,0
15153,4,5167,2,14928,8
6999,7,17989,7,12313,10
5429,11,17732,3,9848,4
14182,0,1256,10,8930,1
8528,2,12630,0,7885,2
4541,1,1251,3,8111,10
3076,0,14419,4,1897,7
13386,6,3435,7,6005,0
6965,11,1856,6,4994,1
18556,6,12463,7,391,10
10632,4,15696,5,14411,7
16936,6,3675,9,10906,1
1336,3,13051,2,17158,6
12458,6,8081,3,16585,9
1374,7,10885,5,9786,5
14088,4,10914,5,10462,9
12601,11,10065,2,5619,0
14588,8,7143,3,17700,0
17612,0,15510,11,11422,0
17238,2,18622,10,14075,6
8524,2,18717,4,2058,4
8086,7,15915,11,10441,2
17280,9,14552,10,17835,10
9097,9,7073,6,15237,8
17953,5,3459,0,9522,2
13378,9,3809,7,9904,9
19030,0,8370,8,11402,2
7503,1,16775,2,9054,3
2193,8,17366,2,1954,0
18450,2,9002,6,17049,0
12602,7,14695,10,5443,4
17647,1,9956,3,12639,8
13830,4,14191,10,5756,0
16522,4,411,5,8611,5
12059,3,19121,8,9135,3
10177,0,2230,0,11835,8
12854,11,13631,7,9467,10
11904,9,19849,9,18805,6
13995,6,16845,0,7523,7
9132,6,12098,9,6721,7
4645,11,13415,7,5373,9
8245,9,11033,7,9480,5
6936,9,6102,1,3300,3
19717,6,14049,11,18693,2
3684,11,8635,9,17458,8
17431,11,2371,0,4441,11
10252,4,18031,11,14180,1
18593,10,94,3,18831,2
10539,3,613,1,10190,9
10782,4,3001,1,16094,1
5804,8,5328,9,4914,2
5293,3,15057,3,14663,7
4961,8,9699,0,18674,0
4705,9,19355,6,10281,1
6624,4,3149,6,3049,6
1524,6,12110,5,10553,11
9576,9,1838,9,8537,10
12824,0,292,11,15239,3
2248,0,11385,10,14876,0
19754,2,5014,1,16147,4
2728,10,253,1,8739,10
1586,10,4235,8,19186,5
7470,9,10293,1,15720,4
6849,10,4245,4,16468,10
18570,11,2436,0,14711,6
19979,0,1175,3,15525,8
3022,3,3220,1,17186,11
17847,8,16608,7,5661,5
18815,10,13383,7,11778,9
4731,10,17256,10,18375,9
16962,1,17757,9,14246,11
2388,9,17258,10,4046,3
11855,3,8617,6,17806,10
467,4,18039,9,10918,7
7405,4,2997,1,7783,10
3294,7,13715,0,10386,7
19001,2,8153,0,2882,9
16571,2,2702,2,6518,2
11338,6,12034,11,8406,8
6378,2,14965,0,9930,0
12257,2,6489,7,14672,4
15862,10,13390,8,19948,11
6861,10,12520,7,1013,10
2961,4,16633,4,11697,6
11614,6,9606,2,18872,5
19407,3,6861,4,1483,11
12660,4,7521,3,6897,4
427,5,17424,9,14545,6
416,5,2473,11,7786,10
19607,0,16216,9,5053,5
14995,2,14682,6,616,7
3879,11,9446,0,3731,5
17518,5,6938,6,17975,6
9611,2,18514,5,18524,2
15923,1,10273,0,3365,7
2030,1,10190,9,15283,7
12130,11,19093,1,17991,0
6570,9,2389,11,8573,3
1895,6,7407,7,11510,7
12729,1,18015,10,18322,6
16688,7,3234,11,9438,7
8918,3,12281,1,19572,11
2462,1,15900,2,13038,11
18617,4,14898,6,4949,2
12994,1,16944,3,3809,6
15907,3,3090,3,8710,3
672,5,8130,7,11134,10
5852,3,7877,6,12748,6
9724,5,18686,9,15609,1
19370,1,6602,5,19839,1
6092,4,2076,7,8586,4
18466,7,12848,2,6417,8
19334,9,2774,2,13171,2
13021,9,13181,0,16137,6
5367,11,11097,0,1674,10
9853,3,1640,0,177,2
14065,10,5969,11,10276,9
16065,8,3653,2,17235,1
166,7,4409,1,13354,4
6220,4,13502,0,16667,7
15304,6,12873,6,3262,6
929,6,12429,1,10804,5
16842,5,5040,2,4401,2
19982,1,11631,1,2259,5
18753,8,3011,5,7682,2
13949,3,10268,8,7418,10
19588,8,15085,7,652,7
15861,2,6309,9,4868,6
4228,3,16299,6,2819,2
7556,9,4769,11,17337,11
1215,1,11283,2,16295,9
11226,5,1125,0,1429,11
17084,4,1783,3,4420,7
18988,0,11776,0,18236,10
7544,5,4831,6,10216,4
7439,1,3618,7,5479,9
1453,5,7542,9,2364,5
602,5,17344,3,1143,0
8434,5,18322,3,15687,1
1637,7,4105,6,4428,2
5661,10,16093,2,14022,5
5188,9,14975,5,6567,11
17475,5,13909,2,17131,7
1477,9,10820,7,1462,10
671,1,12370,11,16790,5
